"TIME","GEO","UNIT","FACILITY","Value","Flag and Footnotes"
"2016","European Union (current composition)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2016","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","569.20",""
"2016","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","726.95",""
"2016","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","685.12",""
"2016","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","259.62",""
"2016","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","806.26",""
"2016","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","475.84",""
"2016","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","259.90",""
"2016","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","420.13",""
"2016","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","296.89",""
"2016","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","604.62",""
"2016","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","549.25",""
"2016","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","315.63",""
"2016","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","342.67",""
"2016","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","571.97",""
"2016","Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","669.16",""
"2016","Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","478.01",""
"2016","Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","700.15",""
"2016","Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","467.11",""
"2016","Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","362.69",""
"2016","Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","742.14",""
"2016","Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","664.04",""
"2016","Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","342.23",""
"2016","Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","684.00",""
"2016","Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","448.71",""
"2016","Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","578.40",""
"2016","Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","397.34",""
"2016","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","233.87",""
"2016","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","257.54",""
"2016","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","313.32",""
"2016","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","159.08",""
"2016","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","368.76",""
"2016","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","454.51",""
"2016","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","393.06",""
"2016","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","437.11",""
"2016","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2016","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","559.03",""
"2016","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","274.69",""
"2017","European Union (current composition)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2017","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
