"AGE","SEX","GEO","HLTH_PB","TIME","ISCED11","UNIT","Value","Flag and Footnotes"
"From 20 to 24 years","Males","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.2",""
"From 20 to 24 years","Males","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.8",""
"From 20 to 24 years","Males","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.9",""
"From 20 to 24 years","Males","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"From 20 to 24 years","Males","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0",""
"From 20 to 24 years","Males","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.1",""
"From 20 to 24 years","Males","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0.9",""
"From 20 to 24 years","Males","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.3",""
"From 20 to 24 years","Males","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.1",""
"From 20 to 24 years","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"From 20 to 24 years","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.0",""
"From 20 to 24 years","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.4",""
"From 20 to 24 years","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"From 20 to 24 years","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.0",""
"From 20 to 24 years","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.3",""
"From 20 to 24 years","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0.9",""
"From 20 to 24 years","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7",""
"From 20 to 24 years","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.9",""
"From 20 to 24 years","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"From 20 to 24 years","Males","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.4",""
"From 20 to 24 years","Males","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.1",""
"From 20 to 24 years","Males","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.0",""
"From 20 to 24 years","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"From 20 to 24 years","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"From 20 to 24 years","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.6","e"
"From 20 to 24 years","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.9",""
"From 20 to 24 years","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.1",""
"From 20 to 24 years","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.2",""
"From 20 to 24 years","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.6",""
"From 20 to 24 years","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"From 20 to 24 years","Females","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.0",""
"From 20 to 24 years","Females","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0.4",""
"From 20 to 24 years","Females","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 20 to 24 years","Females","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0",""
"From 20 to 24 years","Females","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"From 20 to 24 years","Females","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.3",""
"From 20 to 24 years","Females","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0.5",""
"From 20 to 24 years","Females","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0",""
"From 20 to 24 years","Females","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.3",""
"From 20 to 24 years","Females","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.3",""
"From 20 to 24 years","Females","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 20 to 24 years","Females","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"From 20 to 24 years","Females","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
"From 20 to 24 years","Females","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.8",""
"From 20 to 24 years","Females","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 20 to 24 years","Females","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.1",""
"From 20 to 24 years","Females","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.8",""
"From 20 to 24 years","Females","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.0",""
"From 20 to 24 years","Females","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.5",""
"From 20 to 24 years","Females","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.2",""
"From 20 to 24 years","Females","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.0",""
"From 20 to 24 years","Females","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","14.6",""
"From 20 to 24 years","Females","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.0",""
"From 20 to 24 years","Females","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"From 25 to 29 years","Total","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3","e"
"From 25 to 29 years","Total","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.9",""
"From 25 to 29 years","Total","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.0",""
"From 25 to 29 years","Total","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.9",""
"From 25 to 29 years","Total","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.9",""
"From 25 to 29 years","Total","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0",""
"From 25 to 29 years","Total","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"From 25 to 29 years","Total","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.0",""
"From 25 to 29 years","Total","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 25 to 29 years","Total","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.2",""
"From 25 to 29 years","Total","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0.3",""
"From 25 to 29 years","Total","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.7",""
"From 25 to 29 years","Total","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.7",""
"From 25 to 29 years","Total","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 25 to 29 years","Total","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.0",""
"From 25 to 29 years","Total","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.7",""
"From 25 to 29 years","Total","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.8",""
"From 25 to 29 years","Total","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 25 to 29 years","Total","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"From 25 to 29 years","Total","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.5",""
"From 25 to 29 years","Total","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 25 to 29 years","Total","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.9",""
"From 25 to 29 years","Total","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"From 25 to 29 years","Total","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.1",""
"From 25 to 29 years","Total","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.4",""
"From 25 to 29 years","Total","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","14.1",""
"From 25 to 29 years","Total","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 25 to 29 years","Total","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.4",""
"From 25 to 29 years","Total","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.0",""
"From 25 to 29 years","Total","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.9",""
"From 25 to 29 years","Males","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0","e"
"From 25 to 29 years","Males","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"From 25 to 29 years","Males","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.7",""
"From 25 to 29 years","Males","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"From 25 to 29 years","Males","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.1",""
"From 25 to 29 years","Males","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 25 to 29 years","Males","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"From 25 to 29 years","Males","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.9",""
"From 25 to 29 years","Males","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"From 25 to 29 years","Males","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.3",""
"From 25 to 29 years","Males","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0.5",""
"From 25 to 29 years","Males","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.1",""
"From 25 to 29 years","Males","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.8",""
"From 25 to 29 years","Males","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 25 to 29 years","Males","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0",""
"From 25 to 29 years","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.5",""
"From 25 to 29 years","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.6",""
"From 25 to 29 years","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.8",""
"From 25 to 29 years","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 25 to 29 years","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.7",""
"From 25 to 29 years","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.7",""
"From 25 to 29 years","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.7",""
"From 25 to 29 years","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"From 25 to 29 years","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"From 25 to 29 years","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.9",""
"From 25 to 29 years","Males","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","14.4",""
"From 25 to 29 years","Males","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 25 to 29 years","Males","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.6",""
"From 25 to 29 years","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.4",""
"From 25 to 29 years","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.3",""
"From 25 to 29 years","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7","e"
"From 25 to 29 years","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.1",""
"From 25 to 29 years","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0",""
"From 25 to 29 years","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.8",""
"From 25 to 29 years","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.9",""
"From 25 to 29 years","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 25 to 29 years","Females","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 25 to 29 years","Females","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0",""
"From 25 to 29 years","Females","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 25 to 29 years","Females","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 25 to 29 years","Females","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0",""
"From 25 to 29 years","Females","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.3",""
"From 25 to 29 years","Females","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.6",""
"From 25 to 29 years","Females","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.3",""
"From 25 to 29 years","Females","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.2",""
"From 25 to 29 years","Females","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.1",""
"From 25 to 29 years","Females","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.9",""
"From 25 to 29 years","Females","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"From 25 to 29 years","Females","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 25 to 29 years","Females","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 25 to 29 years","Females","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"From 25 to 29 years","Females","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.0",""
"From 25 to 29 years","Females","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.2",""
"From 25 to 29 years","Females","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.5",""
"From 25 to 29 years","Females","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7",""
"From 25 to 29 years","Females","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.8",""
"From 25 to 29 years","Females","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 25 to 29 years","Females","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.3",""
"From 25 to 29 years","Females","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 25 to 29 years","Females","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"From 25 to 34 years","Total","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.2","e"
"From 25 to 34 years","Total","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"From 25 to 34 years","Total","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.4",""
"From 25 to 34 years","Total","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.6",""
"From 25 to 34 years","Total","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.9",""
"From 25 to 34 years","Total","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.2",""
"From 25 to 34 years","Total","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"From 25 to 34 years","Total","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"From 25 to 34 years","Total","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 25 to 34 years","Total","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.7",""
"From 25 to 34 years","Total","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.1",""
"From 25 to 34 years","Total","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.6",""
"From 25 to 34 years","Total","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.3",""
"From 25 to 34 years","Total","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.6",""
"From 25 to 34 years","Total","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.9",""
"From 25 to 34 years","Total","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.8",""
"From 25 to 34 years","Total","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.2",""
"From 25 to 34 years","Total","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"From 25 to 34 years","Total","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 25 to 34 years","Total","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"From 25 to 34 years","Total","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 25 to 34 years","Total","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.5",""
"From 25 to 34 years","Total","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"From 25 to 34 years","Total","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.7",""
"From 25 to 34 years","Total","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7",""
"From 25 to 34 years","Total","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.5",""
"From 25 to 34 years","Total","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"From 25 to 34 years","Total","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.2",""
"From 25 to 34 years","Total","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
"From 25 to 34 years","Total","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"From 25 to 34 years","Males","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8","e"
"From 25 to 34 years","Males","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.0",""
"From 25 to 34 years","Males","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.7",""
"From 25 to 34 years","Males","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"From 25 to 34 years","Males","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.4",""
"From 25 to 34 years","Males","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 25 to 34 years","Males","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 25 to 34 years","Males","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 25 to 34 years","Males","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 25 to 34 years","Males","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.3",""
"From 25 to 34 years","Males","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.9",""
"From 25 to 34 years","Males","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.6",""
"From 25 to 34 years","Males","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.0",""
"From 25 to 34 years","Males","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 25 to 34 years","Males","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.6",""
"From 25 to 34 years","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.5",""
"From 25 to 34 years","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 25 to 34 years","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.3",""
"From 25 to 34 years","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 25 to 34 years","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.0",""
"From 25 to 34 years","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.3",""
"From 25 to 34 years","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.6",""
"From 25 to 34 years","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"From 25 to 34 years","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.9",""
"From 25 to 34 years","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"From 25 to 34 years","Males","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.9",""
"From 25 to 34 years","Males","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"From 25 to 34 years","Males","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.9",""
"From 25 to 34 years","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"From 25 to 34 years","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"From 25 to 34 years","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5","e"
"From 25 to 34 years","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.8",""
"From 25 to 34 years","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.1",""
"From 25 to 34 years","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.8",""
"From 25 to 34 years","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.4",""
"From 25 to 34 years","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 25 to 34 years","Females","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.7",""
"From 25 to 34 years","Females","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.0",""
"From 25 to 34 years","Females","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.2",""
"From 25 to 34 years","Females","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0",""
"From 25 to 34 years","Females","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0.3",""
"From 25 to 34 years","Females","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.6",""
"From 25 to 34 years","Females","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"From 25 to 34 years","Females","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 25 to 34 years","Females","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.2",""
"From 25 to 34 years","Females","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.1",""
"From 25 to 34 years","Females","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"From 25 to 34 years","Females","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 25 to 34 years","Females","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.1",""
"From 25 to 34 years","Females","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 25 to 34 years","Females","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7",""
"From 25 to 34 years","Females","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.4",""
"From 25 to 34 years","Females","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"From 25 to 34 years","Females","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.5",""
"From 25 to 34 years","Females","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.4",""
"From 25 to 34 years","Females","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.2",""
"From 25 to 34 years","Females","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"From 25 to 34 years","Females","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.6",""
"From 25 to 34 years","Females","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"From 25 to 34 years","Females","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.7",""
"From 35 to 44 years","Total","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0","e"
"From 35 to 44 years","Total","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.4",""
"From 35 to 44 years","Total","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 35 to 44 years","Total","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7",""
"From 35 to 44 years","Total","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"From 35 to 44 years","Total","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.9",""
"From 35 to 44 years","Total","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.7",""
"From 35 to 44 years","Total","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.1",""
"From 35 to 44 years","Total","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 35 to 44 years","Total","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"From 35 to 44 years","Total","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.8",""
"From 35 to 44 years","Total","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.4",""
"From 35 to 44 years","Total","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.3",""
"From 35 to 44 years","Total","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.1",""
"From 35 to 44 years","Total","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.0",""
"From 35 to 44 years","Total","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.7",""
"From 35 to 44 years","Total","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
