"SEX","AGE","GEO","UNIT","TIME","ISCED11","Value","Flag and Footnotes"
"Males","From 35 to 44 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 35 to 44 years","Ireland","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 35 to 44 years","Greece","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 35 to 44 years","Spain","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 35 to 44 years","France","Percentage","2014","All ISCED 2011 levels ","5.5",""
"Males","From 35 to 44 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 35 to 44 years","Italy","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 35 to 44 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 35 to 44 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 35 to 44 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 35 to 44 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","1.9",""
"Males","From 35 to 44 years","Hungary","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 35 to 44 years","Malta","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","From 35 to 44 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","From 35 to 44 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 35 to 44 years","Poland","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 35 to 44 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 35 to 44 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 35 to 44 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 35 to 44 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 35 to 44 years","Finland","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Males","From 35 to 44 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 35 to 44 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 35 to 44 years","Iceland","Percentage","2014","All ISCED 2011 levels ","2.7",""
"Males","From 35 to 44 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Males","From 35 to 44 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 45 to 54 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 45 to 54 years","Belgium","Percentage","2014","All ISCED 2011 levels ","5.9",""
"Males","From 45 to 54 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 45 to 54 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 45 to 54 years","Denmark","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Males","From 45 to 54 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 45 to 54 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 45 to 54 years","Ireland","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 45 to 54 years","Greece","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 45 to 54 years","Spain","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","From 45 to 54 years","France","Percentage","2014","All ISCED 2011 levels ","4.6",""
"Males","From 45 to 54 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 45 to 54 years","Italy","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","From 45 to 54 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 45 to 54 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 45 to 54 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Males","From 45 to 54 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","3.0",""
"Males","From 45 to 54 years","Hungary","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 45 to 54 years","Malta","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 45 to 54 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Males","From 45 to 54 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 45 to 54 years","Poland","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 45 to 54 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 45 to 54 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 45 to 54 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Males","From 45 to 54 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 45 to 54 years","Finland","Percentage","2014","All ISCED 2011 levels ","3.3",""
"Males","From 45 to 54 years","Sweden","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 45 to 54 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Males","From 45 to 54 years","Iceland","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Males","From 45 to 54 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Males","From 45 to 54 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 45 to 64 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Males","From 45 to 64 years","Belgium","Percentage","2014","All ISCED 2011 levels ","6.0",""
"Males","From 45 to 64 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Males","From 45 to 64 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 45 to 64 years","Denmark","Percentage","2014","All ISCED 2011 levels ","3.0",""
"Males","From 45 to 64 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 45 to 64 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 45 to 64 years","Ireland","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 45 to 64 years","Greece","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Males","From 45 to 64 years","Spain","Percentage","2014","All ISCED 2011 levels ","2.2",""
"Males","From 45 to 64 years","France","Percentage","2014","All ISCED 2011 levels ","6.0",""
"Males","From 45 to 64 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 45 to 64 years","Italy","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 45 to 64 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 45 to 64 years","Latvia","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Males","From 45 to 64 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 45 to 64 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","3.6",""
"Males","From 45 to 64 years","Hungary","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 45 to 64 years","Malta","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Males","From 45 to 64 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","2.7",""
"Males","From 45 to 64 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 45 to 64 years","Poland","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Males","From 45 to 64 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 45 to 64 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 45 to 64 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 45 to 64 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 45 to 64 years","Finland","Percentage","2014","All ISCED 2011 levels ","2.6",""
"Males","From 45 to 64 years","Sweden","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 45 to 64 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Males","From 45 to 64 years","Iceland","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 45 to 64 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Males","From 45 to 64 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 55 to 64 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","2.6",""
"Males","From 55 to 64 years","Belgium","Percentage","2014","All ISCED 2011 levels ","6.1",""
"Males","From 55 to 64 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","3.4",""
"Males","From 55 to 64 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 55 to 64 years","Denmark","Percentage","2014","All ISCED 2011 levels ","4.1",""
"Males","From 55 to 64 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 55 to 64 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 55 to 64 years","Ireland","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","From 55 to 64 years","Greece","Percentage","2014","All ISCED 2011 levels ","2.3",""
"Males","From 55 to 64 years","Spain","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Males","From 55 to 64 years","France","Percentage","2014","All ISCED 2011 levels ","7.6",""
"Males","From 55 to 64 years","Croatia","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Males","From 55 to 64 years","Italy","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 55 to 64 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 55 to 64 years","Latvia","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Males","From 55 to 64 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 55 to 64 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","4.3",""
"Males","From 55 to 64 years","Hungary","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 55 to 64 years","Malta","Percentage","2014","All ISCED 2011 levels ","4.0",""
"Males","From 55 to 64 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","3.1",""
"Males","From 55 to 64 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 55 to 64 years","Poland","Percentage","2014","All ISCED 2011 levels ","1.8",""
"Males","From 55 to 64 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 55 to 64 years","Romania","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","From 55 to 64 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","From 55 to 64 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 55 to 64 years","Finland","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","From 55 to 64 years","Sweden","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Males","From 55 to 64 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","3.0",""
"Males","From 55 to 64 years","Iceland","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","From 55 to 64 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Males","From 55 to 64 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 65 to 74 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","4.0",""
"Males","From 65 to 74 years","Belgium","Percentage","2014","All ISCED 2011 levels ","12.8",""
"Males","From 65 to 74 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","5.6",""
"Males","From 65 to 74 years","Czechia","Percentage","2014","All ISCED 2011 levels ","2.7",""
"Males","From 65 to 74 years","Denmark","Percentage","2014","All ISCED 2011 levels ","3.5",""
"Males","From 65 to 74 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Males","From 65 to 74 years","Estonia","Percentage","2014","All ISCED 2011 levels ","4.1",""
"Males","From 65 to 74 years","Ireland","Percentage","2014","All ISCED 2011 levels ","4.1",""
"Males","From 65 to 74 years","Greece","Percentage","2014","All ISCED 2011 levels ","5.8",""
"Males","From 65 to 74 years","Spain","Percentage","2014","All ISCED 2011 levels ","2.9",""
"Males","From 65 to 74 years","France","Percentage","2014","All ISCED 2011 levels ","9.5",""
"Males","From 65 to 74 years","Croatia","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","From 65 to 74 years","Italy","Percentage","2014","All ISCED 2011 levels ","3.0",""
"Males","From 65 to 74 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Males","From 65 to 74 years","Latvia","Percentage","2014","All ISCED 2011 levels ","2.8",""
"Males","From 65 to 74 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","3.5",""
"Males","From 65 to 74 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","6.2",""
"Males","From 65 to 74 years","Hungary","Percentage","2014","All ISCED 2011 levels ","4.2",""
"Males","From 65 to 74 years","Malta","Percentage","2014","All ISCED 2011 levels ","5.6",""
"Males","From 65 to 74 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","5.5",""
"Males","From 65 to 74 years","Austria","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Males","From 65 to 74 years","Poland","Percentage","2014","All ISCED 2011 levels ","3.3",""
"Males","From 65 to 74 years","Portugal","Percentage","2014","All ISCED 2011 levels ","1.8",""
"Males","From 65 to 74 years","Romania","Percentage","2014","All ISCED 2011 levels ","1.8",""
"Males","From 65 to 74 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 65 to 74 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","4.3",""
"Males","From 65 to 74 years","Finland","Percentage","2014","All ISCED 2011 levels ","4.0",""
"Males","From 65 to 74 years","Sweden","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","From 65 to 74 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","3.5",""
"Males","From 65 to 74 years","Iceland","Percentage","2014","All ISCED 2011 levels ","3.3",""
"Males","From 65 to 74 years","Norway","Percentage","2014","All ISCED 2011 levels ","4.1",""
"Males","From 65 to 74 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","65 years or over","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","8.1",""
"Males","65 years or over","Belgium","Percentage","2014","All ISCED 2011 levels ","19.4",""
"Males","65 years or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","6.7",""
"Males","65 years or over","Czechia","Percentage","2014","All ISCED 2011 levels ","7.1",""
"Males","65 years or over","Denmark","Percentage","2014","All ISCED 2011 levels ","10.4",""
"Males","65 years or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","4.2",""
"Males","65 years or over","Estonia","Percentage","2014","All ISCED 2011 levels ","4.2",""
"Males","65 years or over","Ireland","Percentage","2014","All ISCED 2011 levels ","9.3",""
"Males","65 years or over","Greece","Percentage","2014","All ISCED 2011 levels ","7.1",""
"Males","65 years or over","Spain","Percentage","2014","All ISCED 2011 levels ","8.6",""
"Males","65 years or over","France","Percentage","2014","All ISCED 2011 levels ","17.9",""
"Males","65 years or over","Croatia","Percentage","2014","All ISCED 2011 levels ","3.7",""
"Males","65 years or over","Italy","Percentage","2014","All ISCED 2011 levels ","7.4",""
"Males","65 years or over","Cyprus","Percentage","2014","All ISCED 2011 levels ","5.5",""
"Males","65 years or over","Latvia","Percentage","2014","All ISCED 2011 levels ","3.2",""
"Males","65 years or over","Lithuania","Percentage","2014","All ISCED 2011 levels ","3.1",""
"Males","65 years or over","Luxembourg","Percentage","2014","All ISCED 2011 levels ","9.6",""
"Males","65 years or over","Hungary","Percentage","2014","All ISCED 2011 levels ","5.9",""
"Males","65 years or over","Malta","Percentage","2014","All ISCED 2011 levels ","15.5",""
"Males","65 years or over","Netherlands","Percentage","2014","All ISCED 2011 levels ","13.4",""
"Males","65 years or over","Austria","Percentage","2014","All ISCED 2011 levels ","4.3",""
"Males","65 years or over","Poland","Percentage","2014","All ISCED 2011 levels ","5.8",""
"Males","65 years or over","Portugal","Percentage","2014","All ISCED 2011 levels ","5.4",""
"Males","65 years or over","Romania","Percentage","2014","All ISCED 2011 levels ","3.3",""
"Males","65 years or over","Slovenia","Percentage","2014","All ISCED 2011 levels ","5.3",""
"Males","65 years or over","Slovakia","Percentage","2014","All ISCED 2011 levels ","5.3",""
"Males","65 years or over","Finland","Percentage","2014","All ISCED 2011 levels ","8.8",""
"Males","65 years or over","Sweden","Percentage","2014","All ISCED 2011 levels ","4.6",""
"Males","65 years or over","United Kingdom","Percentage","2014","All ISCED 2011 levels ","6.4",""
"Males","65 years or over","Iceland","Percentage","2014","All ISCED 2011 levels ","14.7",""
"Males","65 years or over","Norway","Percentage","2014","All ISCED 2011 levels ","8.3",""
"Males","65 years or over","Turkey","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","75 years or over","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","13.5",""
"Males","75 years or over","Belgium","Percentage","2014","All ISCED 2011 levels ","27.8",""
"Males","75 years or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","8.7",""
"Males","75 years or over","Czechia","Percentage","2014","All ISCED 2011 levels ","14.3",""
"Males","75 years or over","Denmark","Percentage","2014","All ISCED 2011 levels ","22.7",""
"Males","75 years or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","7.0",""
"Males","75 years or over","Estonia","Percentage","2014","All ISCED 2011 levels ","4.4",""
"Males","75 years or over","Ireland","Percentage","2014","All ISCED 2011 levels ","18.0",""
"Males","75 years or over","Greece","Percentage","2014","All ISCED 2011 levels ","8.5",""
"Males","75 years or over","Spain","Percentage","2014","All ISCED 2011 levels ","15.8",""
"Males","75 years or over","France","Percentage","2014","All ISCED 2011 levels ","28.1",""
"Males","75 years or over","Croatia","Percentage","2014","All ISCED 2011 levels ","6.1",""
"Males","75 years or over","Italy","Percentage","2014","All ISCED 2011 levels ","12.5",""
"Males","75 years or over","Cyprus","Percentage","2014","All ISCED 2011 levels ","12.0",""
"Males","75 years or over","Latvia","Percentage","2014","All ISCED 2011 levels ","3.8",""
"Males","75 years or over","Lithuania","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Males","75 years or over","Luxembourg","Percentage","2014","All ISCED 2011 levels ","15.1",""
"Males","75 years or over","Hungary","Percentage","2014","All ISCED 2011 levels ","9.0",""
"Males","75 years or over","Malta","Percentage","2014","All ISCED 2011 levels ","32.4",""
"Males","75 years or over","Netherlands","Percentage","2014","All ISCED 2011 levels ","27.2",""
"Males","75 years or over","Austria","Percentage","2014","All ISCED 2011 levels ","8.0",""
"Males","75 years or over","Poland","Percentage","2014","All ISCED 2011 levels ","10.0",""
"Males","75 years or over","Portugal","Percentage","2014","All ISCED 2011 levels ","9.9",""
"Males","75 years or over","Romania","Percentage","2014","All ISCED 2011 levels ","5.3",""
"Males","75 years or over","Slovenia","Percentage","2014","All ISCED 2011 levels ","10.6",""
"Males","75 years or over","Slovakia","Percentage","2014","All ISCED 2011 levels ","7.1",""
"Males","75 years or over","Finland","Percentage","2014","All ISCED 2011 levels ","16.7",""
"Males","75 years or over","Sweden","Percentage","2014","All ISCED 2011 levels ","8.6",""
"Males","75 years or over","United Kingdom","Percentage","2014","All ISCED 2011 levels ","10.7",""
"Males","75 years or over","Iceland","Percentage","2014","All ISCED 2011 levels ","30.1",""
"Males","75 years or over","Norway","Percentage","2014","All ISCED 2011 levels ","15.1",""
"Males","75 years or over","Turkey","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Females","Total","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","5.0",""
"Females","Total","Belgium","Percentage","2014","All ISCED 2011 levels ","12.0",""
"Females","Total","Bulgaria","Percentage","2014","All ISCED 2011 levels ","3.3",""
"Females","Total","Czechia","Percentage","2014","All ISCED 2011 levels ","2.6",""
"Females","Total","Denmark","Percentage","2014","All ISCED 2011 levels ","6.2",""
"Females","Total","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","3.7",""
"Females","Total","Estonia","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Females","Total","Ireland","Percentage","2014","All ISCED 2011 levels ","3.4",""
"Females","Total","Greece","Percentage","2014","All ISCED 2011 levels ","3.6",""
"Females","Total","Spain","Percentage","2014","All ISCED 2011 levels ","4.7",""
"Females","Total","France","Percentage","2014","All ISCED 2011 levels ","10.7",""
"Females","Total","Croatia","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Females","Total","Italy","Percentage","2014","All ISCED 2011 levels ","4.5",""
"Females","Total","Cyprus","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Females","Total","Latvia","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Females","Total","Lithuania","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Females","Total","Luxembourg","Percentage","2014","All ISCED 2011 levels ","4.0",""
"Females","Total","Hungary","Percentage","2014","All ISCED 2011 levels ","4.0",""
"Females","Total","Malta","Percentage","2014","All ISCED 2011 levels ","7.5",""
"Females","Total","Netherlands","Percentage","2014","All ISCED 2011 levels ","9.6",""
"Females","Total","Austria","Percentage","2014","All ISCED 2011 levels ","2.2",""
"Females","Total","Poland","Percentage","2014","All ISCED 2011 levels ","2.9",""
"Females","Total","Portugal","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Females","Total","Romania","Percentage","2014","All ISCED 2011 levels ","1.9",""
"Females","Total","Slovenia","Percentage","2014","All ISCED 2011 levels ","3.7",""
"Females","Total","Slovakia","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Females","Total","Finland","Percentage","2014","All ISCED 2011 levels ","5.1",""
"Females","Total","Sweden","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Females","Total","United Kingdom","Percentage","2014","All ISCED 2011 levels ","5.1",""
"Females","Total","Iceland","Percentage","2014","All ISCED 2011 levels ","7.3",""
"Females","Total","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Females","Total","Turkey","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 24 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Females","From 15 to 24 years","Belgium","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Females","From 15 to 24 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.9",""
"Females","From 15 to 24 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Females","From 15 to 24 years","Denmark","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 15 to 24 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 15 to 24 years","Ireland","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 24 years","Greece","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 15 to 24 years","Spain","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 24 years","France","Percentage","2014","All ISCED 2011 levels ","3.6",""
"Females","From 15 to 24 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 24 years","Italy","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 15 to 24 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 15 to 24 years","Latvia","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 15 to 24 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 15 to 24 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","1.8",""
"Females","From 15 to 24 years","Hungary","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 15 to 24 years","Malta","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 15 to 24 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","1.9",""
"Females","From 15 to 24 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Females","From 15 to 24 years","Poland","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 24 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Females","From 15 to 24 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 24 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 15 to 24 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 15 to 24 years","Finland","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Females","From 15 to 24 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 24 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","4.0",""
"Females","From 15 to 24 years","Iceland","Percentage","2014","All ISCED 2011 levels ","4.7",""
"Females","From 15 to 24 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Females","From 15 to 24 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 15 to 29 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Females","From 15 to 29 years","Belgium","Percentage","2014","All ISCED 2011 levels ","2.9",""
"Females","From 15 to 29 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 15 to 29 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 15 to 29 years","Denmark","Percentage","2014","All ISCED 2011 levels ","2.3",""
"Females","From 15 to 29 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Females","From 15 to 29 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 15 to 29 years","Ireland","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 15 to 29 years","Greece","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 29 years","Spain","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Females","From 15 to 29 years","France","Percentage","2014","All ISCED 2011 levels ","4.9",""
"Females","From 15 to 29 years","Croatia","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 15 to 29 years","Italy","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 15 to 29 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 15 to 29 years","Latvia","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 15 to 29 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 15 to 29 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Females","From 15 to 29 years","Hungary","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Females","From 15 to 29 years","Malta","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 15 to 29 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","3.6",""
"Females","From 15 to 29 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 15 to 29 years","Poland","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Females","From 15 to 29 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 15 to 29 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 15 to 29 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Females","From 15 to 29 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 15 to 29 years","Finland","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Females","From 15 to 29 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Females","From 15 to 29 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","6.0",""
